POLY_ID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,indicator_sex_female,indicator_Ethnic_nonwhite,indicator_education_noqualification,indicator_age_elder,indicator_age_children,indicator_NS-SeC_unemployed,indicator_NS-SeC_students,indicator_health_good,indicator_health_bad,NUMPOINTS,POPULATION,Shape_Leng,populati_1,area,ln1p,rate,MORAN_STD,MORAN_LAG,locationID,ClusterID,ClusterType,RelativeRisk
24349,E01025640,Blaby 003D,,450993,303791,52.63,-1.248,{B64AFFC4-498E-4DEC-B485-B9AB200B75D3},0.513,0.103,0.112,0.215,0.2,0.045,0.046,0.839,0.045,40,1605,13085.475,689.53,2.328,3.714,0.025,-0.317,1.022,24349,7,high,2.02
24350,E01025641,Blaby 007A,,454233,296731,52.566,-1.201,{4CD625E1-B517-4786-82BB-2883FCAE4604},0.491,0.07,0.142,0.228,0.177,0.05,0.042,0.818,0.04,98,1918,5548.352,1443.26,1.329,4.595,0.051,-0.294,-0.11,24350,7,high,2.02
24351,E01025642,Blaby 007B,,454306,297532,52.573,-1.2,{468AF78C-EA1E-4D96-9FF8-F2AC59E760A7},0.515,0.076,0.118,0.192,0.179,0.031,0.036,0.838,0.038,437,1846,5590.402,1711.333,1.079,6.082,0.237,-0.133,-0.13,24351,7,high,2.02
24352,E01025643,Blaby 007C,,453051,297207,52.57,-1.219,{97F71783-09E3-4AA1-AADC-068A5E04643E},0.499,0.077,0.119,0.161,0.187,0.036,0.049,0.861,0.033,0,1630,5399.036,2194.987,0.743,0,0,-0.338,0.19,24352,7,high,2.02
24353,E01025644,Blaby 010E,,452082,297113,52.569,-1.233,{82039364-8AAC-4987-A40B-E59567B1ACC0},0.518,0.051,0.132,0.187,0.227,0.037,0.03,0.835,0.038,0,1776,6565.855,1173.966,1.513,0,0,-0.338,1.212,24353,7,high,2.02
24354,E01025645,Blaby 003E,,450180,299634,52.592,-1.261,{CF7235A1-DC5C-474E-A61F-ABB58C769076},0.519,0.036,0.123,0.209,0.159,0.048,0.045,0.838,0.041,4519,1156,22804.705,75.445,15.322,8.416,3.909,3.06,0.357,24354,7,high,2.02
24355,E01025646,Blaby 009B,,455660,297847,52.576,-1.18,{C3EC7E78-3CDB-4AD5-9330-F78917835B87},0.515,0.058,0.201,0.221,0.163,0.066,0.033,0.788,0.059,283,1614,6210.824,1195.899,1.35,5.649,0.175,-0.186,-0.057,24355,7,high,2.02
24356,E01025647,Blaby 009C,,455427,297064,52.569,-1.184,{C991C1ED-22D9-410B-AF68-3DA3C8E37500},0.514,0.063,0.173,0.233,0.178,0.056,0.031,0.811,0.052,954,1533,5083.595,2506.558,0.612,6.862,0.622,0.203,-0.091,24356,7,high,2.02
24357,E01025648,Blaby 009D,,455993,296656,52.565,-1.175,{E1A5C41D-DBA2-4AE3-8EB2-6088A45734D6},0.518,0.097,0.089,0.138,0.205,0.038,0.043,0.892,0.032,492,2124,2998.248,5673.487,0.374,6.201,0.232,-0.137,0.042,24357,7,high,2.02
24358,E01025649,Blaby 007D,,453685,298223,52.579,-1.209,{B81EDD34-5840-4B14-9D9C-5E798F4579E7},0.514,0.08,0.098,0.245,0.187,0.04,0.036,0.858,0.032,64,1847,5798.013,1695.838,1.089,4.174,0.035,-0.308,-0.109,24358,7,high,2.02
24359,E01025650,Blaby 007E,,452773,298603,52.583,-1.223,{EC17E5E6-12B2-4621-B006-3F744D7A719D},0.511,0.094,0.086,0.165,0.175,0.034,0.045,0.88,0.029,996,1440,8733.675,968.985,1.486,6.905,0.692,0.263,0.638,24359,7,high,2.02
24360,E01025651,Blaby 006D,,453196,298964,52.586,-1.216,{A661CAEC-42F5-48E6-BEFA-6097031DD678},0.501,0.062,0.132,0.198,0.16,0.039,0.048,0.841,0.035,2,1554,2648.298,5737.236,0.271,1.099,0.001,-0.337,0.429,24360,7,high,2.02
24361,E01025652,Blaby 005C,,456168,301030,52.604,-1.172,{A5D1599E-AA69-485A-831C-C03F22E290DB},0.521,0.399,0.189,0.183,0.194,0.066,0.043,0.821,0.038,40,1357,3959.281,3079.573,0.441,3.714,0.029,-0.313,-0.184,24361,7,high,2.02
24362,E01025653,Blaby 005D,,455999,302182,52.615,-1.174,{0D61F4EA-3B7C-4061-B67E-2CAF59468242},0.493,0.222,0.178,0.144,0.204,0.069,0.049,0.809,0.046,5,1616,3932.133,5188.023,0.311,1.792,0.003,-0.336,-0.269,24362,7,high,2.02
24363,E01025654,Blaby 005E,,455236,301914,52.612,-1.186,{59F24404-0872-43C7-A5F8-4577D1D91114},0.491,0.341,0.169,0.2,0.2,0.047,0.043,0.835,0.042,56,1297,4846.643,2880.103,0.45,4.043,0.043,-0.301,-0.124,24363,7,high,2.02
24364,E01025655,Blaby 005F,,456284,301960,52.613,-1.17,{D534FB0A-F9CB-4179-8D03-767B0BD7EAE7},0.486,0.369,0.191,0.188,0.184,0.084,0.044,0.787,0.057,58,1675,3697.673,5726.483,0.293,4.078,0.035,-0.308,-0.31,24364,7,high,2.02
24365,E01025656,Blaby 005G,,455978,301657,52.61,-1.175,{348DF25E-D4CA-490B-989B-8C4393EFC0CE},0.492,0.479,0.201,0.171,0.179,0.062,0.061,0.812,0.048,41,1352,3767.632,5001.461,0.27,3.738,0.03,-0.312,-0.306,24365,7,high,2.02
24366,E01025657,Blaby 006E,,455963,298974,52.586,-1.175,{81410E14-91E4-4C51-8874-35044E3E9928},0.513,0.102,0.169,0.224,0.18,0.062,0.046,0.809,0.065,209,1966,8905.023,1408.547,1.396,5.347,0.106,-0.246,-0.206,24366,7,high,2.02
24367,E01025658,Blaby 008D,,457983,298501,52.581,-1.146,{109714F9-D89D-4908-9DD5-70CB4C9ED691},0.51,0.095,0.161,0.167,0.178,0.035,0.044,0.848,0.04,0,1775,5570.698,2053.858,0.864,0,0,-0.338,-0.313,24367,7,high,2.02
24368,E01025659,Blaby 008E,,457417,297697,52.574,-1.154,{9A4AFBF1-B440-42C8-885A-0B4529A675A4},0.518,0.079,0.173,0.293,0.142,0.053,0.034,0.778,0.054,311,1913,9887.812,766.074,2.497,5.743,0.163,-0.197,-0.273,24368,7,high,2.02
24369,E01025660,Blaby 006F,,456674,299294,52.589,-1.165,{9CC1FAB4-7275-430B-8A25-C3914C86DC99},0.509,0.115,0.132,0.227,0.185,0.042,0.04,0.842,0.034,115,1671,3943.852,3590.693,0.465,4.754,0.069,-0.278,-0.26,24369,7,high,2.02
24370,E01025661,Blaby 012A,,448298,295229,52.553,-1.289,{D796F1F9-B811-4660-ADF6-2D651BB80E21},0.508,0.029,0.083,0.136,0.228,0.023,0.04,0.887,0.027,725,2482,10748.913,1048.796,2.367,6.588,0.292,-0.084,0.722,24370,7,high,2.02
24371,E01025662,Blaby 012B,,448204,293545,52.538,-1.291,{3AEAABE2-BA8F-44CA-B1BC-2E4ABF049457},0.506,0.053,0.145,0.196,0.19,0.056,0.039,0.819,0.041,2030,1951,18728.517,331.275,5.889,7.616,1.04,0.566,0.473,24371,7,high,2.02
24372,E01025663,Blaby 012C,,450056,294447,52.546,-1.263,{A839CB97-5398-4F11-8ACF-CD57377D46B1},0.502,0.035,0.131,0.259,0.168,0.037,0.04,0.828,0.048,135,1582,13470.654,445.167,3.554,4.913,0.085,-0.264,0.157,24372,7,high,2.02
24373,E01025664,Blaby 012D,,447229,290879,52.514,-1.305,{7243005E-0AF1-4A8D-A721-F440C31D8789},0.512,0.047,0.167,0.281,0.165,0.052,0.034,0.836,0.044,3313,1376,17321.162,115.678,11.895,8.106,2.408,1.755,1.093,24373,7,high,2.02
24374,E01025665,Blaby 012E,,449206,293623,52.538,-1.276,{411AFF50-1DA6-43DA-9662-69EE201AFCEA},0.531,0.034,0.142,0.278,0.16,0.044,0.034,0.834,0.036,31,1860,6514.79,2255.369,0.825,3.466,0.017,-0.324,0.151,24374,7,high,2.02
24375,E01025666,Blaby 004A,,454495,303214,52.624,-1.196,{87B4D59B-BEC1-4980-9EB5-BBFA8099166D},0.522,0.128,0.215,0.183,0.2,0.067,0.04,0.788,0.066,25,1558,3376.095,5360.958,0.291,3.258,0.016,-0.324,-0.203,24375,7,high,2.02
24376,E01025667,Blaby 004B,,455261,302693,52.619,-1.185,{184AC083-A640-4A8F-82A5-6DFD69C360E9},0.498,0.151,0.195,0.206,0.181,0.071,0.041,0.795,0.058,173,1230,3495.433,3241.726,0.379,5.159,0.141,-0.216,-0.172,24376,7,high,2.02
24377,E01025668,Blaby 004C,,454511,302820,52.62,-1.196,{8A8D0F7B-80ED-42F9-98EC-C16C01880957},0.49,0.263,0.116,0.099,0.23,0.041,0.043,0.868,0.024,55,2289,4420.204,6112.523,0.374,4.025,0.024,-0.317,0.055,24377,7,high,2.02
24378,E01025669,Blaby 004D,,454574,301676,52.61,-1.195,{32249DD2-C6CB-441E-BF2C-03E101CEBCB5},0.489,0.36,0.094,0.066,0.224,0.046,0.042,0.89,0.023,2704,2201,6853.993,1561.061,1.41,7.903,1.229,0.73,0.126,24378,7,high,2.02
24379,E01025670,Charnwood 022A,,454924,309284,52.679,-1.189,{5F2ABE33-293E-48F5-8C41-8E44568CF334},0.521,0.062,0.199,0.233,0.197,0.064,0.043,0.81,0.048,0,1272,3150.963,2999.441,0.424,0,0,-0.338,0.09,24379,7,high,2.02
24380,E01025671,Charnwood 022B,,455589,309167,52.677,-1.179,{C142C445-7A0D-463C-B958-1051994E1CC2},0.524,0.088,0.115,0.179,0.201,0.043,0.035,0.869,0.028,356,2398,6493.388,2230.514,1.075,5.878,0.148,-0.209,0.107,24380,7,high,2.02
24381,E01025672,Charnwood 022C,,453979,308888,52.675,-1.203,{A3E3D57B-BAF6-4C30-9C45-D1C9259A8456},0.521,0.084,0.129,0.201,0.207,0.044,0.036,0.86,0.031,184,2296,6388.791,1162.74,1.975,5.22,0.08,-0.269,0.303,24381,7,high,2.02
24382,E01025673,Charnwood 022D,,454895,308081,52.668,-1.19,{6E06FA85-3445-422A-92C5-9E671FED6D47},0.518,0.141,0.199,0.247,0.132,0.068,0.042,0.816,0.05,1365,1730,6620.226,1154.643,1.498,7.22,0.789,0.348,0.083,24382,7,high,2.02
24383,E01025674,Charnwood 011A,,458979,316095,52.739,-1.128,{7931B471-B208-4454-8F99-BECBF336CD12},0.529,0.043,0.147,0.227,0.166,0.056,0.043,0.824,0.053,850,1922,10694.283,528.831,3.634,6.746,0.442,0.046,-0.234,24383,7,high,2.02
24384,E01025675,Charnwood 011B,,457295,316650,52.744,-1.153,{D504EEAB-544F-48BD-88CE-30DC77805453},0.5,0.028,0.107,0.262,0.152,0.046,0.037,0.841,0.039,160,1483,6410.823,1353.78,1.095,5.081,0.108,-0.245,-0.191,24384,7,high,2.02
24385,E01025676,Charnwood 011C,,457238,318210,52.758,-1.153,{1F1EEAA2-1F6E-4B42-984C-095B6E534212},0.52,0.043,0.077,0.18,0.218,0.031,0.046,0.883,0.026,58,2486,17003.454,412.327,6.029,4.078,0.023,-0.318,0.417,24385,7,high,2.02
24386,E01025677,Charnwood 011D,,458057,317970,52.756,-1.141,{487B670F-6E6B-4CCE-943E-C1952A3E6FEF},0.521,0.038,0.137,0.234,0.175,0.052,0.037,0.807,0.062,105,1467,6301.971,2677.393,0.548,4.663,0.072,-0.276,-0.172,24386,7,high,2.02
24387,E01025678,Charnwood 020A,,458795,308789,52.674,-1.132,{21284FA2-3C68-4932-9E90-4AA14CC6BFC0},0.509,0.346,0.112,0.221,0.159,0.045,0.045,0.856,0.033,33,1751,3355.838,3838.18,0.456,3.526,0.019,-0.322,-0.026,24387,7,high,2.02
24388,E01025680,Charnwood 019B,,458595,309775,52.683,-1.135,{B6B8452D-65D4-44AA-819E-6EFB1C31A7F4},0.507,0.375,0.154,0.246,0.162,0.05,0.049,0.851,0.034,15,1626,2414.015,5889.981,0.276,2.773,0.009,-0.33,0.503,24388,7,high,2.02
24389,E01025681,Charnwood 019C,,459491,308696,52.673,-1.122,{B78AAB9D-0AFB-4560-8BCA-0C1776F5D6F3},0.505,0.345,0.158,0.283,0.141,0.067,0.046,0.818,0.05,35,1726,4494.599,2802.819,0.616,3.584,0.02,-0.321,-0.267,24389,7,high,2.02
24390,E01025682,Charnwood 019D,,460342,309708,52.682,-1.109,{9133EBE5-3757-4D28-8F02-594D0885946E},0.521,0.163,0.187,0.311,0.171,0.051,0.036,0.778,0.057,0,1433,4085.64,1639.826,0.874,0,0,-0.338,0.027,24390,7,high,2.02
24391,E01025683,Charnwood 020B,,459501,309939,52.684,-1.121,{8674FAFB-4970-4417-9932-80B3DD4A6215},0.522,0.228,0.164,0.171,0.193,0.053,0.041,0.826,0.049,0,1646,3128.591,6620.711,0.249,0,0,-0.338,0.112,24391,7,high,2.02
24392,E01025684,Charnwood 020C,,459470,309437,52.679,-1.122,{CD60F2DB-D119-42DD-B07F-B5BC57ADE8EE},0.503,0.231,0.16,0.178,0.166,0.056,0.052,0.835,0.033,0,1859,3681.223,5496.623,0.338,0,0,-0.338,-0.323,24392,7,high,2.02
24393,E01025685,Charnwood 015A,,463986,313360,52.714,-1.054,{7816FD01-37CA-424F-9126-C6AAAD58ECF5},0.518,0.04,0.192,0.295,0.154,0.055,0.037,0.788,0.039,52,1312,2727.482,4621.197,0.284,3.97,0.04,-0.304,0.294,24393,7,high,2.02
24394,E01025686,Charnwood 015B,,463309,313629,52.717,-1.064,{35E355AB-B50B-4AD1-9B33-BEE4BB318A93},0.503,0.086,0.109,0.19,0.202,0.037,0.043,0.867,0.025,2095,1577,8585.064,989.863,1.593,7.648,1.328,0.816,0.943,24394,7,high,2.02
24395,E01025687,Charnwood 016A,,451872,312244,52.705,-1.234,{A496C2DB-7FB1-4ABC-942A-6D6729E06866},0.486,0.078,0.098,0.312,0.15,0.044,0.036,0.87,0.035,1544,1619,34855.957,53.169,30.45,7.343,0.954,0.491,0.019,24395,7,high,2.02
24396,E01025688,Charnwood 016B,,453862,315189,52.732,-1.204,{24DA839A-28BE-489E-B4F7-99677455F758},0.5,0.059,0.083,0.204,0.178,0.032,0.135,0.862,0.037,16,1739,16967.027,281.889,6.169,2.833,0.009,-0.33,-0.15,24396,7,high,2.02
24397,E01025689,Charnwood 007A,,451894,319469,52.77,-1.232,{FF71CCDA-CC52-4AA8-A426-15D5765627ED},0.451,0.232,0.103,0.091,0.127,0.053,0.473,0.854,0.04,658,3088,4278.129,4626.318,0.667,6.491,0.213,-0.153,-0.292,24397,7,high,2.02
24398,E01025690,Charnwood 007B,,451307,318807,52.764,-1.241,{BEB95922-E144-4FB4-8C68-55B94A1E6902},0.409,0.234,0.066,0.036,0.064,0.028,0.73,0.898,0.028,501,4248,4404.408,8231.555,0.516,6.219,0.118,-0.236,-0.2,24398,7,high,2.02
24399,E01025692,Charnwood 001B,,450567,320970,52.784,-1.252,{5DB83D8C-32DB-461C-87E6-4A7D52F6B2FF},0.509,0.196,0.114,0.172,0.182,0.051,0.044,0.845,0.029,100,2019,5495.197,1726.513,1.169,4.615,0.05,-0.295,-0.183,24399,7,high,2.02
24400,E01025693,Charnwood 001C,,450357,322316,52.796,-1.255,{B7832C69-BC5E-4AC4-8E55-F479B61C100E},0.508,0.048,0.115,0.239,0.17,0.041,0.032,0.838,0.043,1392,2349,13190.617,331.801,7.08,7.239,0.593,0.177,0.999,24400,7,high,2.02
24401,E01025695,Charnwood 004A,,450286,319221,52.768,-1.256,{EE32325D-4744-40E5-B107-2B7ED09A4275},0.467,0.229,0.098,0.254,0.102,0.04,0.117,0.812,0.036,469,1429,7546.647,775.846,1.842,6.153,0.328,-0.053,0.058,24401,7,high,2.02
24402,E01025696,Charnwood 004B,,450777,320108,52.776,-1.249,{8FD1C319-A9F7-41F5-A9AF-FDF2BDB12814},0.489,0.204,0.14,0.242,0.147,0.053,0.045,0.86,0.029,0,1304,6025.624,1265.076,1.031,0,0,-0.338,-0.132,24402,7,high,2.02
24403,E01025697,Charnwood 004C,,451689,320222,52.777,-1.235,{03F2B714-B254-49B6-988F-4D17FEA474B9},0.512,0.153,0.252,0.344,0.107,0.12,0.082,0.696,0.112,0,1317,3499.892,4617.857,0.285,0,0,-0.338,-0.283,24403,7,high,2.02
24404,E01025698,Charnwood 004D,,451104,319587,52.771,-1.244,{98866367-B12C-4ABF-82D5-0A5F064D16D3},0.502,0.2,0.14,0.268,0.15,0.052,0.045,0.812,0.037,0,1472,4893.667,3039.635,0.484,0,0,-0.338,-0.224,24404,7,high,2.02
24405,E01025699,Charnwood 002A,,453990,319619,52.771,-1.201,{7A1D0FAC-7C2C-4FFC-9AE5-65FE90ECAF3E},0.454,0.285,0.215,0.137,0.137,0.137,0.064,0.707,0.102,89,1506,2702.742,6986.633,0.216,4.5,0.059,-0.287,-0.199,24405,7,high,2.02
24406,E01025700,Charnwood 002B,,455119,319689,52.772,-1.184,{9BCBB2EE-7100-4ABF-AD48-7558763D8215},0.475,0.363,0.153,0.065,0.202,0.103,0.079,0.817,0.054,231,2226,7767.337,896.929,2.482,5.447,0.104,-0.248,-0.175,24406,7,high,2.02
24407,E01025701,Charnwood 002C,,454256,319223,52.768,-1.197,{4AA04E45-9B5C-48FF-ABB6-58430631FA63},0.479,0.332,0.167,0.122,0.167,0.091,0.093,0.784,0.07,67,1701,2930.235,7767.736,0.219,4.22,0.039,-0.304,-0.263,24407,7,high,2.02
24408,E01025702,Charnwood 009A,,454809,318591,52.762,-1.189,{02399336-7098-43C0-80B4-5403F8DD4464},0.498,0.223,0.144,0.22,0.133,0.079,0.045,0.796,0.049,75,1190,3762.537,1962.057,0.607,4.331,0.063,-0.284,-0.251,24408,7,high,2.02
24409,E01025703,Charnwood 002D,,453731,319886,52.774,-1.205,{8A0E7551-5CF1-4A84-A4E6-3D470FC2D677},0.449,0.377,0.153,0.113,0.133,0.077,0.176,0.812,0.06,726,2070,3507.109,6147.243,0.337,6.589,0.351,-0.033,-0.167,24409,7,high,2.02
24410,E01025704,Charnwood 002E,,452961,321180,52.786,-1.216,{D718E7E0-36EB-49E5-B0F7-1DBF179DCEDD},0.492,0.243,0.14,0.151,0.128,0.069,0.237,0.798,0.063,575,1669,10031.944,681.222,2.45,6.356,0.345,-0.039,0.149,24410,7,high,2.02
24411,E01025705,Charnwood 002F,,454714,320625,52.78,-1.19,{9A3BCD64-882B-4015-91E2-790047D01684},0.491,0.353,0.117,0.058,0.233,0.067,0.103,0.859,0.034,236,1627,6034.418,2493.296,0.653,5.468,0.145,-0.212,-0.033,24411,7,high,2.02
24412,E01025706,Charnwood 002G,,453857,321047,52.784,-1.203,{293C2A3B-02CB-44DC-9485-7B20291A1A69},0.499,0.377,0.196,0.116,0.204,0.101,0.067,0.78,0.067,647,1856,6591.33,1366.724,1.358,6.474,0.349,-0.035,0.558,24412,7,high,2.02
24413,E01025707,Charnwood 007C,,451589,318209,52.759,-1.237,{B00D8CB5-B9EC-4537-AD08-ABEB1C6EA7E1},0.433,0.32,0.081,0.186,0.147,0.028,0.288,0.869,0.023,31,1645,4853.468,4256.572,0.386,3.466,0.019,-0.322,-0.229,24413,7,high,2.02
24414,E01025708,Charnwood 010A,,450304,317610,52.754,-1.256,{EB814309-043E-41BA-9E7D-4CFEA6600616},0.503,0.256,0.072,0.293,0.187,0.045,0.052,0.858,0.036,442,1313,8186.437,446.113,2.943,6.094,0.337,-0.046,0.134,24414,7,high,2.02
24415,E01025709,Charnwood 007D,,452330,318811,52.764,-1.226,{C4D1810A-8E2B-470F-A51D-9A2B6C361628},0.442,0.233,0.031,0.111,0.082,0.014,0.541,0.904,0.017,130,2292,4096.737,3585.247,0.639,4.875,0.057,-0.289,-0.248,24415,7,high,2.02
24416,E01025710,Charnwood 010B,,451036,316796,52.746,-1.245,{5CEA641D-BBDA-454E-A131-BB17E13E69B6},0.519,0.178,0.121,0.277,0.157,0.056,0.063,0.828,0.041,51,1231,11649.944,356.722,3.451,3.951,0.041,-0.302,-0.042,24416,7,high,2.02
24417,E01025711,Charnwood 010C,,452710,317850,52.756,-1.22,{29D189A3-9C79-455B-8B1B-24EE63103087},0.515,0.152,0.09,0.316,0.15,0.036,0.058,0.848,0.036,34,1455,4387.891,2661.037,0.547,3.555,0.023,-0.318,-0.278,24417,7,high,2.02
24418,E01025712,Charnwood 010D,,452285,316641,52.745,-1.227,{79D35B69-BBB0-4CFA-9DAF-82DFAEA10587},0.513,0.143,0.143,0.311,0.158,0.059,0.048,0.812,0.044,93,1501,10026.655,1344.667,1.116,4.543,0.062,-0.284,-0.144,24418,7,high,2.02
24419,E01025713,Charnwood 010E,,452925,318388,52.761,-1.217,{D6713026-0D61-42C5-A888-0EF06E892BF7},0.484,0.171,0.066,0.187,0.117,0.044,0.247,0.872,0.025,113,1493,4414.246,2951.369,0.506,4.736,0.076,-0.272,-0.281,24419,7,high,2.02
24420,E01025715,Charnwood 009B,,454031,318215,52.759,-1.201,{566F12C9-ED7F-4530-BA03-F3D790B4E1BF},0.512,0.127,0.206,0.137,0.218,0.089,0.051,0.778,0.073,100,1595,3219.087,4067.214,0.392,4.615,0.063,-0.284,-0.281,24420,7,high,2.02
24421,E01025716,Charnwood 009C,,453437,317961,52.757,-1.21,{7959A181-C9C5-4014-A651-326A10CB0FCF},0.515,0.106,0.172,0.162,0.214,0.079,0.064,0.8,0.06,154,1579,3971.878,4609.508,0.343,5.043,0.098,-0.254,-0.303,24421,7,high,2.02
24422,E01025718,Charnwood 009E,,453817,318971,52.766,-1.204,{C5B7C6E3-B498-4834-A74A-2857E36BF778},0.458,0.367,0.128,0.13,0.124,0.073,0.331,0.817,0.056,177,1459,5366.313,2924.771,0.499,5.182,0.121,-0.233,-0.273,24422,7,high,2.02
24423,E01025719,Charnwood 009F,,453446,318638,52.763,-1.209,{E064E0BA-5C82-42E1-913F-3D9867E540B6},0.49,0.139,0.071,0.172,0.175,0.033,0.162,0.869,0.034,67,1569,3610.907,4505.347,0.348,4.22,0.043,-0.301,-0.244,24423,7,high,2.02
24424,E01025720,Charnwood 003A,,453203,319320,52.769,-1.213,{753AFE77-5151-477D-9E4F-972FBBBE0BB2},0.444,0.273,0.057,0.049,0.053,0.033,0.65,0.899,0.026,470,2554,6097.562,5079.227,0.503,6.155,0.184,-0.178,-0.231,24424,7,high,2.02
24425,E01025721,Charnwood 003B,,452784,319386,52.77,-1.219,{B7E8363A-76A9-4B7F-A4D7-1188B363A2F5},0.481,0.233,0.065,0.111,0.054,0.035,0.585,0.872,0.045,22,2060,3694.545,5809.031,0.355,3.135,0.011,-0.329,-0.22,24425,7,high,2.02
24426,E01025722,Charnwood 003C,,452365,320179,52.777,-1.225,{0553FC98-D562-4606-872F-A1D963F817B2},0.481,0.184,0.21,0.258,0.126,0.081,0.094,0.765,0.071,4,1088,3486.602,3990.131,0.273,1.609,0.004,-0.335,-0.199,24426,7,high,2.02
24427,E01025723,Charnwood 003D,,452625,319887,52.774,-1.221,{C1F767CF-7A3E-4A7D-AD4C-793FB5BB36FC},0.426,0.239,0.083,0.056,0.09,0.041,0.56,0.872,0.031,435,2409,4342.824,6808.809,0.354,6.078,0.181,-0.181,-0.231,24427,7,high,2.02
24428,E01025724,Charnwood 003E,,453044,319947,52.775,-1.215,{65DEEB71-4493-4DAB-8555-A3614127C2BA},0.459,0.238,0.071,0.046,0.057,0.027,0.615,0.886,0.033,87,1839,1781.61,12852.636,0.143,4.477,0.047,-0.297,-0.182,24428,7,high,2.02
24429,E01025725,Charnwood 003F,,452154,320455,52.779,-1.228,{DCEECCA7-CEB1-463E-9236-DD41B89B25BA},0.519,0.144,0.222,0.188,0.209,0.103,0.061,0.707,0.102,79,1286,2765.184,5050.425,0.255,4.382,0.061,-0.285,-0.236,24429,7,high,2.02
24430,E01025726,Charnwood 014A,,458614,314511,52.725,-1.134,{0DE46EF5-87B4-4D4A-853A-2B217448F299},0.514,0.064,0.11,0.153,0.19,0.039,0.036,0.869,0.03,149,1902,4778.549,3884.62,0.49,5.011,0.078,-0.27,-0.187,24430,7,high,2.02
24431,E01025727,Charnwood 014B,,458030,314475,52.725,-1.142,{21869133-956D-44BD-83C8-027ECBE67784},0.501,0.074,0.178,0.155,0.203,0.064,0.051,0.787,0.067,79,1578,3945.729,3545.026,0.445,4.382,0.05,-0.295,-0.244,24431,7,high,2.02
24432,E01025728,Charnwood 014C,,458013,314093,52.721,-1.143,{1E38CE47-4A85-4B07-AE9C-C01E279192B9},0.501,0.054,0.133,0.19,0.192,0.041,0.041,0.838,0.039,111,2022,6601.661,3456.61,0.585,4.718,0.055,-0.291,-0.239,24432,7,high,2.02
24433,E01025729,Charnwood 014D,,457522,313840,52.719,-1.15,{F4C875F0-670A-4502-81EF-D14F7A176FF5},0.513,0.05,0.098,0.199,0.149,0.028,0.046,0.884,0.026,11,1514,3940.545,3602.53,0.42,2.485,0.007,-0.332,-0.225,24433,7,high,2.02
24434,E01025730,Charnwood 015C,,466501,309978,52.683,-1.018,{B6B6228D-1422-4A94-8691-CDCC6232FE60},0.516,0.332,0.096,0.159,0.213,0.041,0.048,0.884,0.023,820,2979,35182.544,97.367,30.596,6.711,0.275,-0.099,0.26,24434,7,high,2.02
24435,E01025731,Charnwood 015D,,463650,312389,52.705,-1.059,{2602CB9F-2696-4A45-94F9-F1D97F89B766},0.518,0.112,0.143,0.277,0.158,0.047,0.034,0.832,0.041,232,1847,8255.588,815.889,2.264,5.451,0.126,-0.229,0.55,24435,7,high,2.02
24436,E01025732,Charnwood 012A,,455919,317804,52.755,-1.173,{3BCF9EE7-644B-4563-B244-2828089AE3E2},0.512,0.056,0.099,0.211,0.178,0.033,0.049,0.859,0.037,425,1907,10531.32,516.435,3.693,6.054,0.223,-0.145,-0.222,24436,7,high,2.02
24437,E01025733,Charnwood 012B,,456474,316343,52.742,-1.165,{1E6F887F-D9D3-4CBB-8C31-891B4DD9B6F2},0.524,0.046,0.116,0.254,0.171,0.05,0.035,0.836,0.04,112,1796,8597.528,2186.927,0.821,4.727,0.062,-0.284,-0.187,24437,7,high,2.02
24438,E01025734,Charnwood 012C,,455351,315655,52.736,-1.182,{E9EEF50C-DE75-48B9-83E9-E917F6CF5C86},0.523,0.053,0.078,0.28,0.177,0.029,0.043,0.875,0.033,0,1706,9485.508,528.582,3.228,0,0,-0.338,-0.205,24438,7,high,2.02
24439,E01025735,Charnwood 012D,,457236,315402,52.733,-1.154,{84090EFE-95E8-47EA-BF48-D81550C22E28},0.511,0.073,0.144,0.22,0.143,0.062,0.038,0.823,0.039,354,1853,14988.272,553.781,3.346,5.872,0.191,-0.172,-0.212,24439,7,high,2.02
24440,E01025736,Charnwood 016C,,456817,310871,52.693,-1.161,{EFD95478-863F-4FCD-954A-21B129C4CBA2},0.5,0.076,0.106,0.3,0.13,0.031,0.038,0.843,0.031,114,1429,13249.192,457.157,3.126,4.745,0.08,-0.269,0.276,24440,7,high,2.02
24441,E01025737,Charnwood 014E,,458816,313414,52.715,-1.131,{77290C40-567E-47B7-97EF-C017C68AA671},0.517,0.128,0.085,0.146,0.226,0.032,0.036,0.878,0.025,382,2904,8727.932,1196.676,2.427,5.948,0.132,-0.224,0.72,24441,7,high,2.02
24442,E01025738,Charnwood 016D,,455924,312632,52.708,-1.174,{0D6C1B11-B20B-4D3D-A60C-6499343FE2C4},0.504,0.13,0.091,0.284,0.161,0.035,0.04,0.896,0.02,461,1583,16968.421,167.214,9.467,6.136,0.291,-0.085,-0.192,24442,7,high,2.02
24443,E01025739,Charnwood 014F,,457835,311776,52.701,-1.146,{16909DC6-1ACA-4AD3-9DE3-D8E1D0A2599A},0.517,0.092,0.092,0.191,0.208,0.039,0.041,0.88,0.032,108,2338,9450.552,927.995,2.519,4.691,0.046,-0.298,0.037,24443,7,high,2.02
